ticker,date,avg_sentiment_vader,tweet_count,weighted_score_vader
BA,2020-12-29,-0.06476666529973348,3,-0.19429999589920044
TSLA,2020-01-02,-0.32910001277923584,1,-0.32910001277923584
UNH,2020-03-04,0.4576999992132187,2,0.9153999984264374
JPM,2020-04-09,-0.5267000198364258,1,-0.5267000198364258
CCL,2020-04-14,0.09432499296963215,4,0.3772999718785286
TSLA,2020-05-19,-0.11994999647140503,4,-0.4797999858856201
PYPL,2020-09-25,0.0,1,0.0
AMZN,2020-10-08,0.29600000381469727,1,0.29600000381469727
XOM,2020-04-02,0.44040000438690186,1,0.44040000438690186
BABA,2020-08-07,-0.7268999814987183,1,-0.7268999814987183
NFLX,2020-02-26,0.0,1,0.0
AMZN,2020-03-06,-0.2763000080982844,3,-0.8289000242948532
TSLA,2020-04-06,0.7184000015258789,1,0.7184000015258789
MSFT,2020-04-27,0.5964999794960022,1,0.5964999794960022
NFLX,2020-07-10,0.2966499887406826,2,0.5932999774813652
AMZN,2020-07-21,0.29295000433921814,2,0.5859000086784363
AAPL,2020-08-03,0.1357461537879247,13,1.7646999992430212
BA,2020-09-29,-0.025066668788592022,6,-0.15040001273155212
WMT,2020-10-01,0.0,1,0.0
FB,2020-10-30,0.2668249998241663,4,1.0672999992966652
NFLX,2020-11-07,0.7184000015258789,1,0.7184000015258789
MSFT,2020-11-13,-0.3645000085234642,2,-0.7290000170469284
NFLX,2020-11-25,0.0,1,0.0
PFE,2020-12-02,0.164383331934611,6,0.986299991607666
TSLA,2020-12-09,0.12814390186856434,41,5.253899976611137
ABNB,2020-12-10,0.16236666729673743,12,1.9484000075608492
CVX,2020-11-10,-0.5719000101089478,1,-0.5719000101089478
MSFT,2020-02-29,-0.25,1,-0.25
BABA,2020-12-30,0.07222857485924448,7,0.5056000240147114
TSLA,2020-02-01,0.3181999921798706,1,0.3181999921798706
V,2020-03-02,-0.18959999829530716,3,-0.5687999948859215
DIS,2020-03-12,0.023400004332264263,12,0.2808000519871712
AAPL,2020-03-17,0.12046999670565128,10,1.2046999670565128
WMT,2020-03-27,0.2933000000193715,4,1.173200000077486
